Total_Relationship_Count,Credit_Limit,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
2,2437.0,3,4,0,2437.0,3068,53,0.0
5,2563.0,2,1,1579,984.0,4838,70,0.616
4,4576.0,2,3,193,4383.0,3100,54,0.042
3,2245.0,3,3,1342,903.0,4624,87,0.598
3,1776.0,2,3,0,1776.0,2201,31,0.0
3,2911.0,2,3,1471,1440.0,4450,62,0.505
4,2257.0,2,3,896,1361.0,4618,94,0.397
5,18457.0,1,1,2248,16209.0,3603,69,0.122
4,1681.0,2,1,0,1681.0,1953,48,0.0
6,1461.0,1,3,0,1461.0,4633,80,0.0
4,2363.0,2,1,978,1385.0,2635,40,0.414
5,1438.3,3,3,863,575.3,4482,67,0.6
3,1840.0,2,3,1267,573.0,4515,76,0.689
6,7382.0,2,3,1326,6056.0,4792,65,0.18
4,3861.0,3,2,622,3239.0,4816,81,0.161
4,1562.0,1,2,751,811.0,4574,81,0.481
6,3088.0,1,2,1477,1611.0,5095,77,0.478
5,1438.3,2,1,0,1438.3,4660,87,0.0
6,2168.0,3,3,1704,464.0,4584,92,0.786
6,2432.0,1,0,851,1581.0,4760,69,0.35
5,2197.0,1,1,0,2197.0,4548,64,0.0
5,10009.0,3,3,1604,8405.0,4347,75,0.16
6,3979.0,1,2,1319,2660.0,4598,67,0.331
5,2189.0,1,3,1860,329.0,4195,81,0.85
5,8243.0,2,3,927,7316.0,4503,90,0.112
4,11946.0,2,1,1172,10774.0,4862,77,0.098
4,2239.0,2,3,1256,983.0,4986,83,0.561
6,4025.0,1,3,0,4025.0,4445,92,0.0
3,1663.0,1,1,0,1663.0,4875,86,0.0
4,3649.0,1,1,929,2720.0,3964,77,0.255
5,1438.3,3,2,0,1438.3,4432,71,0.0
5,2894.0,1,0,0,2894.0,5405,87,0.0
4,1621.0,2,3,787,834.0,4719,73,0.486
4,2740.0,3,1,1786,954.0,4327,70,0.652
5,5562.0,2,3,1556,4006.0,4568,76,0.28
2,13733.0,3,1,0,13733.0,1591,30,0.0
5,2374.0,2,1,1332,1042.0,4253,81,0.561
5,2267.0,2,2,1357,910.0,4464,85,0.599
3,6130.0,1,2,1741,4389.0,4264,63,0.284
3,7361.0,2,2,0,7361.0,2109,44,0.0
3,1569.0,3,4,257,1312.0,2288,45,0.164
5,1626.0,1,3,1013,613.0,5262,83,0.623
3,2158.0,1,2,1299,859.0,4946,73,0.602
4,2283.0,3,1,1470,813.0,5100,76,0.644
3,2542.0,1,1,1884,658.0,4518,88,0.741
4,1438.3,2,1,0,1438.3,4322,68,0.0
3,2335.0,3,1,1373,962.0,4267,81,0.588
6,2033.0,1,1,1832,201.0,4110,74,0.901
4,4739.0,6,3,1878,2861.0,5238,84,0.396
5,5821.0,2,3,764,5057.0,5291,96,0.131
3,2182.0,3,2,1566,616.0,3935,77,0.718
6,3319.0,4,0,913,2406.0,4560,84,0.275
6,3021.0,3,1,1530,1491.0,4105,76,0.506
3,29219.0,2,2,0,29219.0,4575,84,0.0
6,1438.3,2,2,869,569.3,4664,77,0.604
3,4431.0,3,2,2517,1914.0,2185,48,0.568
4,3131.0,5,3,0,3131.0,4507,93,0.0
3,1486.0,1,3,0,1486.0,4535,82,0.0
3,6384.0,3,2,2034,4350.0,4413,83,0.319
3,2077.0,3,2,0,2077.0,3647,69,0.0
3,1956.0,1,2,958,998.0,4977,76,0.49
4,24462.0,3,4,946,23516.0,1709,37,0.039
6,2725.0,2,1,2517,208.0,4430,66,0.924
6,1474.0,3,1,843,631.0,4452,65,0.572
4,9880.0,3,3,1792,8088.0,4609,80,0.181
6,2467.0,2,0,1176,1291.0,4744,73,0.477
4,5397.0,2,1,2336,3061.0,4734,96,0.433
3,3370.0,3,2,1133,2237.0,4726,86,0.336
4,11239.0,2,4,0,11239.0,2055,43,0.0
5,2240.0,1,3,1231,1009.0,3623,71,0.55
5,2737.0,1,2,1719,1018.0,4725,63,0.628
5,4170.0,4,3,1384,2786.0,4532,94,0.332
3,21839.0,3,2,960,20879.0,5623,94,0.044
6,1991.0,3,2,0,1991.0,4527,66,0.0
6,29795.0,2,3,2364,27431.0,3949,71,0.079
3,1438.3,2,1,635,803.3,4617,79,0.441
6,24221.0,3,2,1274,22947.0,3361,63,0.053
6,2131.0,1,2,1288,843.0,4264,81,0.604
3,2787.0,2,2,2053,734.0,4949,76,0.737
4,1438.3,3,1,0,1438.3,4601,78,0.0
3,2712.0,3,4,0,2712.0,2307,28,0.0
6,2605.0,2,1,2269,336.0,5298,79,0.871
3,5169.0,2,1,2296,2873.0,4656,88,0.444
3,4694.0,3,3,0,4694.0,3798,56,0.0
3,1848.0,3,1,501,1347.0,4600,69,0.271
3,6039.0,1,2,1759,4280.0,4538,86,0.291
3,5256.0,2,3,889,4367.0,5078,91,0.169
6,1708.0,2,3,1059,649.0,4880,79,0.62
5,1629.0,3,2,1185,444.0,4897,83,0.727
6,20401.0,1,3,0,20401.0,4637,75,0.0
3,3296.0,3,1,1435,1861.0,4327,66,0.435
3,8956.0,1,2,1279,7677.0,4814,73,0.143
4,1438.3,3,2,786,652.3,4094,64,0.546
6,2671.0,2,2,1713,958.0,4519,79,0.641
4,2493.0,3,1,1566,927.0,4867,90,0.628
3,2687.0,3,1,2452,235.0,4697,81,0.913
4,2208.0,2,2,1559,649.0,4686,81,0.706
3,4196.0,3,3,731,3465.0,1868,30,0.174
6,12581.0,2,3,1235,11346.0,4427,76,0.098
4,17890.0,2,2,2517,15373.0,4831,81,0.141
4,1930.0,6,0,0,1930.0,5033,87,0.0
6,8513.0,3,3,0,8513.0,4162,70,0.0
6,9599.0,3,1,2356,7243.0,4754,84,0.245
6,3192.0,2,3,2517,675.0,4236,87,0.789
6,2778.0,5,1,2517,261.0,4575,60,0.906
3,3293.0,2,4,0,3293.0,3121,56,0.0
4,7268.0,4,1,0,7268.0,4199,80,0.0
5,1721.0,3,2,729,992.0,4853,74,0.424
5,3976.0,3,2,1667,2309.0,4372,69,0.419
5,1954.0,2,3,808,1146.0,4897,70,0.414
6,12725.0,2,2,1759,10966.0,4139,58,0.138
3,2690.0,3,3,1935,755.0,4917,81,0.719
3,2926.0,3,1,716,2210.0,4219,78,0.245
5,2371.0,1,1,1748,623.0,4460,78,0.737
5,7751.0,1,1,1965,5786.0,4543,90,0.254
3,1601.0,3,2,0,1601.0,2339,41,0.0
2,2401.0,3,3,496,1905.0,2597,40,0.207
4,2187.0,3,4,0,2187.0,2031,40,0.0
5,4661.0,2,1,1734,2927.0,5242,81,0.372
6,8494.0,3,1,2023,6471.0,4486,77,0.238
5,2262.0,3,1,1450,812.0,4116,84,0.641
6,2525.0,1,2,1595,930.0,4859,82,0.632
3,2450.0,3,2,1981,469.0,4352,66,0.809
4,3926.0,3,2,1760,2166.0,4890,92,0.448
4,1438.3,2,3,0,1438.3,2502,45,0.0
6,4789.0,2,1,2203,2586.0,4718,81,0.46
6,2864.0,3,3,1928,936.0,4641,78,0.673
6,4607.0,6,3,2440,2167.0,4825,77,0.53
5,1971.0,3,3,979,992.0,5446,75,0.497
3,1473.0,3,3,0,1473.0,2836,48,0.0
5,3187.0,1,2,1437,1750.0,4511,82,0.451
4,5589.0,2,2,0,5589.0,4064,77,0.0
5,2346.0,1,2,1373,973.0,4432,72,0.585
3,1438.3,2,3,0,1438.3,4626,86,0.0
3,1826.0,1,2,944,882.0,4528,65,0.517
4,2208.0,2,3,0,2208.0,2659,56,0.0
4,1476.0,3,1,0,1476.0,4279,76,0.0
6,2927.0,3,1,1499,1428.0,4670,70,0.512
5,4778.0,2,1,1869,2909.0,5489,74,0.391
3,1438.3,2,2,743,695.3,4484,78,0.517
4,16239.0,3,1,1487,14752.0,3838,48,0.092
5,11726.0,2,1,1925,9801.0,4186,63,0.164
3,1438.3,2,1,0,1438.3,4503,89,0.0
6,2647.0,1,3,1288,1359.0,4730,78,0.487
3,2492.0,3,1,1410,1082.0,4374,75,0.566
3,2418.0,3,3,1106,1312.0,3541,64,0.457
5,17827.0,3,1,0,17827.0,5010,88,0.0
3,1438.3,2,3,0,1438.3,3886,77,0.0
4,1764.0,3,3,0,1764.0,4857,92,0.0
4,1776.0,2,2,1519,257.0,4295,60,0.855
6,1438.3,3,3,0,1438.3,4833,69,0.0
3,1491.0,2,3,0,1491.0,4634,92,0.0
3,2552.0,1,3,1879,673.0,4153,79,0.736
3,2996.0,1,2,1992,1004.0,4463,87,0.665
4,1701.0,1,2,775,926.0,4471,71,0.456
6,3998.0,3,1,0,3998.0,4223,79,0.0
6,3025.0,3,2,2491,534.0,4460,62,0.823
3,3251.0,1,2,2517,734.0,2483,50,0.774
3,3031.0,1,2,1787,1244.0,4690,85,0.59
5,33211.0,2,3,0,33211.0,3662,81,0.0
3,1863.0,3,3,1853,10.0,2462,40,0.995
6,2691.0,1,2,1935,756.0,4365,86,0.719
5,2288.0,3,3,1249,1039.0,4504,87,0.546
6,3413.0,3,2,0,3413.0,2285,40,0.0
3,15471.0,2,1,1291,14180.0,3993,77,0.083
6,2038.0,1,1,793,1245.0,3513,67,0.389
6,1953.0,2,3,1089,864.0,4636,70,0.558
3,4430.0,2,2,2203,2227.0,2742,49,0.497
5,3398.0,3,0,2415,983.0,4509,93,0.711
4,2021.0,3,3,1186,835.0,4633,74,0.587
5,2329.0,1,3,2290,39.0,4609,76,0.983
1,1696.0,3,2,0,1696.0,2325,56,0.0
6,4222.0,1,1,0,4222.0,4487,77,0.0
2,6614.0,2,3,1881,4733.0,3016,51,0.284
4,3241.0,3,3,0,3241.0,2152,43,0.0
3,4204.0,3,3,0,4204.0,2316,43,0.0
4,3234.0,2,3,971,2263.0,3989,71,0.3
3,2473.0,3,3,2332,141.0,1738,32,0.943
3,4836.0,3,3,493,4343.0,1870,45,0.102
5,1438.3,1,1,0,1438.3,4755,76,0.0
5,1438.3,3,1,541,897.3,4173,70,0.376
5,1438.3,2,3,1060,378.3,1253,29,0.737
6,12675.0,1,1,2422,10253.0,3912,63,0.191
2,2228.0,3,3,0,2228.0,2523,45,0.0
4,2813.0,2,2,2208,605.0,4491,68,0.785
6,3223.0,3,2,0,3223.0,4916,79,0.0
5,2653.0,3,3,0,2653.0,5052,81,0.0
3,2745.0,3,3,2463,282.0,2466,39,0.897
3,34516.0,2,1,0,34516.0,3734,80,0.0
6,2516.0,3,2,1486,1030.0,3987,77,0.591
4,1870.0,3,1,1785,85.0,4347,88,0.955
5,3934.0,3,2,2517,1417.0,4837,87,0.64
5,3038.0,3,2,2133,905.0,4784,83,0.702
3,1982.0,2,3,1276,706.0,5136,76,0.644
2,1623.0,2,3,0,1623.0,2126,45,0.0
5,3088.0,2,2,1743,1345.0,3906,68,0.564
5,8064.0,3,1,2417,5647.0,4412,67,0.3
3,10016.0,3,3,1872,8144.0,2804,37,0.187
5,4523.0,3,2,1841,2682.0,5112,87,0.407
5,1944.0,2,1,1140,804.0,4921,82,0.586
3,6083.0,2,2,1716,4367.0,4528,86,0.282
6,2425.0,2,2,1396,1029.0,4568,74,0.576
4,2607.0,2,1,1702,905.0,4949,74,0.653
6,1953.0,2,1,1215,738.0,4253,72,0.622
4,5813.0,3,1,1614,4199.0,4365,75,0.278
3,1438.3,3,2,0,1438.3,4401,73,0.0
5,1588.0,2,3,0,1588.0,2561,61,0.0
6,3749.0,2,1,1980,1769.0,5083,69,0.528
4,3734.0,3,2,2517,1217.0,4792,87,0.674
4,1796.0,1,3,1243,553.0,4316,87,0.692
4,3223.0,3,1,243,2980.0,1979,38,0.075
4,2748.0,2,1,1867,881.0,4314,75,0.679
6,2448.0,1,2,0,2448.0,5464,98,0.0
6,2548.0,1,2,1998,550.0,4702,79,0.784
4,1489.0,1,1,949,540.0,4669,94,0.637
3,8953.0,3,3,0,8953.0,1982,43,0.0
2,3187.0,3,3,986,2201.0,2381,47,0.309
5,1757.0,1,0,0,1757.0,4550,82,0.0
6,2597.0,3,2,1740,857.0,5037,80,0.67
3,5999.0,3,3,658,5341.0,4283,69,0.11
4,3617.0,2,3,878,2739.0,5416,76,0.243
4,3219.0,3,1,2114,1105.0,4188,75,0.657
3,19782.0,3,2,868,18914.0,2535,44,0.044
4,2522.0,3,1,1898,624.0,4122,67,0.753
4,3327.0,1,1,2517,810.0,4901,88,0.757
5,4708.0,5,3,0,4708.0,4597,89,0.0
4,3745.0,3,2,2517,1228.0,4550,78,0.672
3,11561.0,3,2,2189,9372.0,2153,39,0.189
4,8477.0,3,3,2517,5960.0,2455,41,0.297
2,2120.0,2,1,1411,709.0,3882,92,0.666
5,2867.0,3,2,1209,1658.0,5311,81,0.422
5,2293.0,3,1,1304,989.0,5047,94,0.569
2,8671.0,1,3,590,8081.0,4399,72,0.068
1,34516.0,3,1,1163,33353.0,3941,71,0.034
2,2679.0,3,3,1694,985.0,4640,85,0.632
2,3224.0,2,1,0,3224.0,3738,63,0.0
1,1438.3,2,2,745,693.3,5020,83,0.518
1,7773.0,3,3,2465,5308.0,4272,69,0.317
3,8075.0,3,4,317,7758.0,2415,41,0.039
3,3052.0,1,2,1603,1449.0,4210,82,0.525
2,7932.0,1,3,2140,5792.0,4024,92,0.27
2,1753.0,2,3,1434,319.0,4588,77,0.818
2,5814.0,1,3,1176,4638.0,3796,74,0.202
3,1989.0,2,1,1003,986.0,5070,70,0.504
3,1843.0,3,3,1520,323.0,4729,92,0.825
2,1438.3,2,1,1228,210.3,4991,78,0.854
3,2991.0,3,2,1830,1161.0,4414,77,0.612
3,9560.0,3,1,0,9560.0,4601,66,0.0
2,2616.0,2,3,2505,111.0,2576,42,0.958
5,2939.0,2,2,2152,787.0,2476,42,0.732
2,3085.0,3,0,966,2119.0,4765,79,0.313
2,5275.0,3,2,1490,3785.0,4213,74,0.282
3,1950.0,1,2,1618,332.0,3357,47,0.83
3,2341.0,3,1,1818,523.0,4356,70,0.777
3,3758.0,3,1,2047,1711.0,4928,79,0.545
3,1621.0,3,1,618,1003.0,4815,83,0.381
2,10946.0,1,2,1912,9034.0,2448,58,0.175
3,3422.0,1,1,2517,905.0,4922,84,0.736
3,3108.0,1,3,778,2330.0,4130,87,0.25
3,3202.0,2,5,0,3202.0,2917,37,0.0
2,1855.0,1,2,907,948.0,4191,81,0.489
2,2155.0,1,1,1119,1036.0,5441,91,0.519
2,4150.0,3,2,2517,1633.0,4620,76,0.607
2,2226.0,2,2,1229,997.0,4928,77,0.552
3,1610.0,2,1,0,1610.0,4243,85,0.0
3,2046.0,2,2,1260,786.0,4228,81,0.616
3,1795.0,3,2,0,1795.0,2281,55,0.0
3,1531.0,2,1,987,544.0,4373,67,0.645
2,1472.0,2,3,1196,276.0,4859,73,0.812
3,1438.3,2,2,0,1438.3,4550,78,0.0
3,2886.0,3,1,2198,688.0,4531,81,0.762
3,10024.0,3,2,913,9111.0,3906,78,0.091
2,1760.0,4,1,0,1760.0,1554,35,0.0
3,1461.0,1,1,0,1461.0,4769,76,0.0
3,8840.0,3,3,1794,7046.0,2839,47,0.203
2,4468.0,1,1,2395,2073.0,4690,79,0.536
3,2516.0,3,3,1360,1156.0,4692,79,0.541
3,1555.0,2,4,872,683.0,2252,51,0.561
3,1438.3,1,1,641,797.3,5140,82,0.446
2,5195.0,3,3,468,4727.0,2682,48,0.09
2,17268.0,2,1,1197,16071.0,4077,90,0.069
2,1649.0,2,3,0,1649.0,2574,51,0.0
3,1609.0,2,2,0,1609.0,4770,85,0.0
3,3342.0,2,2,2517,825.0,5848,81,0.753
3,6973.0,1,2,2517,4456.0,4877,88,0.361
3,17228.0,2,3,1331,15897.0,2229,44,0.077
3,1898.0,2,0,0,1898.0,3513,59,0.0
3,1438.3,2,2,0,1438.3,5005,79,0.0
2,2321.0,3,1,1190,1131.0,5149,98,0.513
3,8185.0,3,3,941,7244.0,4525,77,0.115
3,3096.0,3,3,0,3096.0,4709,87,0.0
2,2129.0,3,2,1139,990.0,4509,73,0.535
3,2615.0,2,2,1404,1211.0,3785,67,0.537
2,3157.0,3,2,965,2192.0,3300,58,0.306
2,1707.0,2,2,0,1707.0,2060,52,0.0
2,1838.0,3,2,0,1838.0,5156,72,0.0
3,5523.0,1,3,2517,3006.0,4170,80,0.456
2,3021.0,2,2,0,3021.0,2814,37,0.0
3,7317.0,1,1,1540,5777.0,4100,76,0.21
2,5218.0,6,2,1907,3311.0,4658,85,0.365
3,1438.3,1,3,0,1438.3,4978,73,0.0
2,11114.0,3,3,2482,8632.0,5044,81,0.223
3,10648.0,2,3,2517,8131.0,4930,89,0.236
2,2976.0,3,2,2372,604.0,4799,83,0.797
3,6629.0,3,1,2517,4112.0,2599,50,0.38
3,2812.0,1,1,2238,574.0,4823,77,0.796
2,10761.0,1,1,1722,9039.0,4731,82,0.16
2,1968.0,3,3,1781,187.0,5087,69,0.905
2,3897.0,2,2,1247,2650.0,3681,62,0.32
3,4721.0,2,1,1289,3432.0,3856,74,0.273
2,34516.0,1,3,2052,32464.0,3510,62,0.059
2,2831.0,1,3,1167,1664.0,4460,65,0.412
3,2312.0,4,1,1789,523.0,5104,82,0.774
2,8924.0,1,1,0,8924.0,4441,87,0.0
2,1508.0,2,3,0,1508.0,1990,31,0.0
2,1438.3,3,1,630,808.3,4704,79,0.438
2,21350.0,1,3,1724,19626.0,4878,78,0.081
2,1438.3,5,2,0,1438.3,2607,37,0.0
3,10431.0,3,1,2163,8268.0,4598,69,0.207
3,1438.3,1,1,0,1438.3,4215,79,0.0
3,2346.0,2,1,1621,725.0,4287,79,0.691
3,1438.3,3,6,0,1438.3,2295,51,0.0
2,2369.0,3,2,0,2369.0,1924,48,0.0
2,3659.0,1,1,0,3659.0,4068,61,0.0
2,2153.0,5,2,1392,761.0,4268,85,0.647
2,9430.0,3,3,0,9430.0,4115,75,0.0
3,34516.0,2,2,1495,33021.0,3247,70,0.043
3,3897.0,3,3,2296,1601.0,4627,77,0.589
2,11671.0,1,1,1304,10367.0,4168,71,0.112
3,11367.0,3,3,1999,9368.0,4175,63,0.176
3,2575.0,1,2,2136,439.0,5267,83,0.83
3,3433.0,1,2,1869,1564.0,4504,84,0.544
3,7317.0,2,1,959,6358.0,5082,86,0.131
3,4416.0,2,3,1333,3083.0,4894,84,0.302
3,1715.0,2,2,0,1715.0,5910,91,0.0
2,3667.0,3,3,809,2858.0,5322,79,0.221
3,1874.0,3,3,0,1874.0,2535,55,0.0
2,1438.3,1,2,491,947.3,5102,83,0.341
3,1579.0,2,0,768,811.0,4241,72,0.486
3,1626.0,1,3,0,1626.0,4830,87,0.0
2,1596.0,2,1,1185,411.0,5235,76,0.742
2,2604.0,2,2,1395,1209.0,4498,85,0.536
3,3359.0,3,1,1405,1954.0,4871,79,0.418
2,2363.0,3,3,2033,330.0,3904,66,0.86
3,4978.0,2,2,923,4055.0,5025,62,0.185
3,2155.0,3,3,1290,865.0,3781,61,0.599
4,4047.0,3,1,0,4047.0,2134,34,0.0
3,4345.0,5,3,2176,2169.0,2458,44,0.501
2,1854.0,3,2,794,1060.0,4035,80,0.428
3,5384.0,3,2,1396,3988.0,4338,75,0.259
3,1438.3,3,3,965,473.3,4182,81,0.671
3,5141.0,2,3,1737,3404.0,5859,82,0.338
2,3977.0,2,3,1325,2652.0,4076,62,0.333
3,2507.0,2,1,1259,1248.0,4461,73,0.502
2,7199.0,3,1,1235,5964.0,4050,78,0.172
1,3786.0,2,1,1171,2615.0,5369,75,0.309
1,13384.0,3,2,0,13384.0,4773,77,0.0
1,1726.0,3,4,1476,250.0,1804,34,0.855
2,2873.0,1,3,2517,356.0,4897,71,0.876
2,1438.3,3,2,0,1438.3,4196,87,0.0
4,1751.0,3,3,0,1751.0,2078,37,0.0
2,7434.0,1,1,0,7434.0,4182,76,0.0
2,1438.3,3,2,787,651.3,4956,89,0.547
1,1438.3,1,3,0,1438.3,4919,72,0.0
1,2032.0,1,2,1195,837.0,4479,80,0.588
2,6959.0,3,3,945,6014.0,4553,84,0.136
2,8203.0,3,2,0,8203.0,2613,46,0.0
2,4789.0,4,2,357,4432.0,2496,41,0.075
2,2979.0,2,4,0,2979.0,2061,38,0.0
5,2391.0,3,2,0,2391.0,2857,40,0.0
2,7264.0,2,2,851,6413.0,3527,69,0.117
1,4348.0,2,2,1830,2518.0,4293,66,0.421
2,3002.0,2,2,1446,1556.0,4851,74,0.482
1,4162.0,2,2,1641,2521.0,3967,75,0.394
1,2762.0,3,1,1793,969.0,5006,78,0.649
5,2705.0,3,2,2430,275.0,2602,43,0.898
2,3742.0,2,0,1454,2288.0,5326,62,0.389
2,1671.0,2,2,1047,624.0,5189,79,0.627
2,3282.0,3,3,2262,1020.0,4674,84,0.689
2,1529.0,3,2,710,819.0,4751,81,0.464
2,2509.0,3,3,1897,612.0,4837,74,0.756
4,2471.0,3,6,0,2471.0,2519,35,0.0
2,9749.0,3,2,859,8890.0,4684,86,0.088
1,1438.3,2,3,0,1438.3,4236,83,0.0
2,4916.0,2,3,1122,3794.0,4813,87,0.228
1,2291.0,6,1,1419,872.0,4498,81,0.619
1,1528.0,2,1,820,708.0,5212,88,0.537
2,8279.0,2,2,1582,6697.0,4419,63,0.191
1,5945.0,2,2,2015,3930.0,3645,70,0.339
2,1438.3,2,1,0,1438.3,4625,93,0.0
2,1857.0,3,3,0,1857.0,2464,57,0.0
1,3086.0,2,3,0,3086.0,4129,81,0.0
1,2598.0,1,2,1343,1255.0,4692,86,0.517
1,5559.0,1,2,1600,3959.0,5344,82,0.288
1,7562.0,1,3,1080,6482.0,5010,85,0.143
1,4662.0,1,2,0,4662.0,4931,81,0.0
2,2904.0,2,3,2517,387.0,4503,89,0.867
2,2676.0,1,1,1962,714.0,5020,75,0.733
2,5798.0,1,1,680,5118.0,5027,82,0.117
2,2665.0,3,3,2157,508.0,4249,76,0.809
2,2343.0,3,1,1780,563.0,5167,78,0.76
1,2763.0,1,2,1879,884.0,4660,80,0.68
2,10503.0,2,3,0,10503.0,4755,88,0.0
1,2780.0,3,3,2216,564.0,4980,78,0.797
2,2234.0,2,2,2024,210.0,2313,37,0.906
2,1649.0,2,2,0,1649.0,2549,54,0.0
6,5557.0,2,3,2246,3311.0,2299,39,0.404
2,6074.0,3,3,0,6074.0,4504,90,0.0
5,1728.0,2,2,0,1728.0,2191,38,0.0
1,3044.0,1,1,1973,1071.0,4747,73,0.648
1,8482.0,3,1,585,7897.0,4245,74,0.069
4,1438.3,2,3,0,1438.3,2549,56,0.0
1,3770.0,3,2,0,3770.0,2387,51,0.0
2,2963.0,2,3,0,2963.0,2919,47,0.0
4,11750.0,2,3,487,11263.0,2532,48,0.041
2,1593.0,2,3,0,1593.0,4853,78,0.0
1,10486.0,3,3,1544,8942.0,4042,77,0.147
4,2168.0,2,3,1323,845.0,2499,38,0.61
2,5666.0,3,3,1393,4273.0,5015,90,0.246
1,13679.0,2,3,0,13679.0,4060,61,0.0
1,2143.0,2,2,1479,664.0,4404,77,0.69
2,4945.0,3,1,1779,3166.0,4037,72,0.36
1,1921.0,3,0,1334,587.0,4512,90,0.694
2,3001.0,1,3,2055,946.0,4662,70,0.685
1,2132.0,1,1,1084,1048.0,4874,78,0.508
5,1663.0,3,3,1012,651.0,2729,38,0.609
6,1732.0,3,3,0,1732.0,2479,43,0.0
1,2652.0,3,1,2386,266.0,5329,83,0.9
1,5037.0,2,3,1670,3367.0,4379,67,0.332
2,6519.0,2,3,2178,4341.0,4505,71,0.334
1,2347.0,1,3,1488,859.0,3977,83,0.634
2,2061.0,2,3,1904,157.0,4480,86,0.924
5,1643.0,2,2,0,1643.0,1754,39,0.0
1,5039.0,3,2,2489,2550.0,4770,74,0.494
1,2915.0,1,3,2041,874.0,4272,70,0.7
2,1507.0,2,2,0,1507.0,4698,87,0.0
1,3073.0,3,3,2517,556.0,4858,77,0.819
2,8314.0,3,3,1349,6965.0,5028,80,0.162
1,2798.0,3,1,1049,1749.0,5758,87,0.375
2,20929.0,2,3,1652,19277.0,4001,76,0.079
2,1754.0,3,3,894,860.0,4874,79,0.51
1,4209.0,1,1,0,4209.0,5938,83,0.0
1,2449.0,3,2,0,2449.0,5497,88,0.0
2,4618.0,3,3,0,4618.0,2476,49,0.0
2,1654.0,1,2,1093,561.0,4596,82,0.661
1,1544.0,3,3,999,545.0,4215,53,0.647
1,3618.0,2,1,972,2646.0,4228,63,0.269
1,3437.0,2,3,1064,2373.0,5110,76,0.31
2,5965.0,3,2,622,5343.0,4637,91,0.104
2,2644.0,3,1,1517,1127.0,4815,83,0.574
2,3481.0,2,1,603,2878.0,4556,81,0.173
1,3272.0,3,2,2085,1187.0,4444,83,0.637
1,3019.0,2,2,1462,1557.0,4509,71,0.484
2,1801.0,1,2,0,1801.0,5047,79,0.0
6,1438.3,1,4,0,1438.3,2641,40,0.0
2,2909.0,2,2,1201,1708.0,4230,68,0.413
1,4688.0,3,3,0,4688.0,5248,89,0.0
1,1438.3,1,2,0,1438.3,3948,84,0.0
1,1438.3,3,3,0,1438.3,4624,73,0.0
6,1655.0,2,2,0,1655.0,2156,37,0.0
1,1438.3,1,1,601,837.3,4669,83,0.418
2,4745.0,1,1,1157,3588.0,4705,78,0.244
2,1438.3,1,1,0,1438.3,4866,65,0.0
1,5182.0,4,3,2500,2682.0,5012,85,0.482
1,1438.3,2,4,0,1438.3,1757,44,0.0
2,4287.0,3,2,0,4287.0,4874,82,0.0
2,1812.0,4,3,1798,14.0,2921,44,0.992
2,2304.0,1,1,1144,1160.0,4505,85,0.497
1,13623.0,3,3,1432,12191.0,4534,83,0.105
1,2765.0,1,1,0,2765.0,4010,59,0.0
1,3731.0,1,3,1903,1828.0,4667,88,0.51
1,2485.0,3,2,861,1624.0,4728,81,0.346
1,2446.0,3,1,1763,683.0,4310,75,0.721
5,2020.0,2,3,0,2020.0,2621,45,0.0
2,2214.0,2,1,1025,1189.0,5084,82,0.463
1,1811.0,2,1,787,1024.0,4882,80,0.435
1,5254.0,3,1,0,5254.0,4546,89,0.0
1,1821.0,2,3,1486,335.0,2824,43,0.816
1,3024.0,3,3,0,3024.0,4983,78,0.0
1,1930.0,3,3,952,978.0,3862,80,0.493
1,1517.0,3,2,556,961.0,4981,82,0.367
2,2024.0,2,1,0,2024.0,2870,36,0.0
4,19138.0,2,2,0,19138.0,2028,43,0.0
2,16835.0,3,1,897,15938.0,4059,80,0.053
4,5549.0,1,3,0,5549.0,2412,38,0.0
2,2145.0,3,3,0,2145.0,2465,42,0.0
1,4654.0,3,2,1349,3305.0,4277,71,0.29
2,9114.0,3,3,0,9114.0,2740,52,0.0
2,3043.0,2,3,2054,989.0,4833,85,0.675
2,4621.0,2,2,913,3708.0,4952,82,0.198
2,2758.0,2,1,461,2297.0,4244,96,0.167
1,1740.0,2,3,0,1740.0,4751,93,0.0
1,7744.0,2,2,1804,5940.0,4572,60,0.233
1,3350.0,2,2,1335,2015.0,4906,89,0.399
1,34516.0,1,3,1427,33089.0,3699,64,0.041
2,2874.0,1,3,2201,673.0,4779,86,0.766
1,2896.0,1,2,2100,796.0,4614,83,0.725
1,9294.0,1,3,1764,7530.0,4531,73,0.19
1,9389.0,2,2,727,8662.0,3415,84,0.077
2,9317.0,3,3,847,8470.0,4121,81,0.091
2,7452.0,1,3,1656,5796.0,3339,51,0.222
2,1817.0,3,2,0,1817.0,2216,44,0.0
2,10021.0,2,1,1952,8069.0,4431,68,0.195
1,2344.0,2,1,1081,1263.0,3889,80,0.461
2,3072.0,3,1,1734,1338.0,4540,78,0.564
2,1946.0,3,1,1430,516.0,4643,87,0.735
1,1471.0,5,3,0,1471.0,2253,48,0.0
2,1438.3,3,3,0,1438.3,2418,48,0.0
5,1484.0,2,4,0,1484.0,1664,39,0.0
